name,category,seed_source,seed_type
מכון לפריון והפריה חוץ גופית,fertility_preservation,https://www.tasmc.org.il/lis/lis-units/fertility-intro/,previous
שימור הפוריות,fertility_preservation,https://hymc.org.il/,previous
שימור פוריות,fertility_preservation,https://hospitals.clalit.co.il/meir/he/med/gyne/ivf/Pages/cons.aspx,previous
שימור פוריות (זכות),fertility_preservation,https://www.kolzchut.org.il/he/שימור_פוריות,previous
שימור פוריות והקפאת ביציות,fertility_preservation,https://he.hadassah.org.il/women/fertility-conservation/,previous
שימור פוריות לנשים (הקפאת ביציות) מסיבות שאינן רפואיות,fertility_preservation,https://www.maccabi4u.co.il/eligibilites/117173/,previous
היחידה לפוריות והפריה חוץ גופית,ivf_unit,https://hospitals.clalit.co.il/meir/he/med/gyne/ivf/Pages/about.aspx,previous
המרכז לפוריות והפריה חוץ גופית IVF,ivf_unit,https://www.sheba.co.il/pregnancy/clinics/ivf-center,previous
הפריה חוץ גופית,ivf_unit,https://www.elishahospital.com/הפרייה-חוץ-גופית/,previous
הפריה חוץ גופית (IVF)-IVF,ivf_unit,https://www.rambam.org.il/departmentsandclinics/obstetrics_gynecology_section/in_vitro_fertilization/,previous
הפריה חוץ גופית(IVF),ivf_unit,https://www.barzilaimc.org.il/,previous
יחידות IVF בישראל,ivf_unit,https://www.israelivf.co.il/יחידות-ivf-בישראל/,previous
יחידות הפריה חוץ גופית IVF המורשות לביצוע הקפאת ביציות,ivf_unit,https://www.gov.il/he/pages/ivf-inst-cryopreservation,previous
יחידות להפריה חוץ גופית IVF משרד הבריאות,ivf_unit,https://www.gov.il/he/pages/ivf-inst,previous
יחידת IVF אסותא רמת החייל,ivf_unit,https://www.assuta.co.il/hospitals/about_assuta_ramathahayal/clinics_ramathahayal/ivf_ramat_hahayal/,previous
יחידת הפריה חוץ גופית,ivf_unit,https://he.hadassah.org.il/women/ivf-dep-enkarem/,previous
מכון לפריון והפריה חוץ גופית,ivf_unit,https://www.tasmc.org.il/lis/lis-units/fertility-intro/,previous
רישוי יחידות להפריה חוץ גופית IVF משרד הבריאות,ivf_unit,https://www.gov.il/he/pages/med-inst-ivf,previous
"""קולן של העומדות בשער",midwife,https://gender.biu.ac.il/node/1827,previous
אודות,midwife,https://mima-meyaldot.com/about/,previous
"אמה""י",midwife,https://www.imahi.co.il/,previous
ארגז הכלים השלם למיילדות,midwife,https://laledetschool.co.il/courses/קורס-ייחודי-למיילדות-מוסמכות-ארגז-כלי/,previous
בחירת דולה או מלווה ללידה,midwife,https://me.health.gov.il/parenting/family-planning/preparing-for-childbirth/labor-support-person/,previous
בית,midwife,https://he.sarahthemidwife.com/,previous
בית יולדות,midwife,https://bet-yoldot.co.il/,previous
המיילדות,midwife,https://www.imahi.co.il/מיילדות-בית/,previous
המיילדת שמציעה ליולדות הצעות מגונות,midwife,https://www.mako.co.il/women-weekend/Article-dfbca6d37e58a71027.htm,previous
הקליניקה,midwife,https://www.hameyaldot.co.il/the-clinic,previous
חווית לידה אישית במעיני הישועה,midwife,https://woman.mymc.co.il/birth-experience/,previous
חנה בורר,midwife,https://www.imahi.co.il/חנה-בורר/,previous
יולדות בבית,midwife,https://www.yoldot.leidaraka.co.il/יולדות-בבית/,previous
יש לכן מושג כמה עולה מיילדת פרטית?וכמה עולה מרדים?,midwife,https://www.inn.co.il/forum/t684819,previous
כללי,midwife,https://www.imahi.co.il/category/כללי/,previous
לבחור מיילדת,midwife,https://www.imahi.co.il/לבחור-מיילדת/,previous
לידה באהבה,midwife,https://www.dinaleida.co.il/,previous
לידה פרטית,midwife,https://www.drbenshitrit.co.il/לידה-פרטית/,previous
לידה פרטית בבית החולים לניאדו,midwife,https://harechem.com/לידה-פרטית-בבית-החולים-לניאדו/,previous
לידה פרטית ברמה גבוהה בבית החולים מעיני הישועה,midwife,https://woman.mymc.co.il/private-birth/,previous
לידות בית,midwife,https://midwives.org.il/לידות-בית/,previous
לידות פרטיות,midwife,"https://www.ynet.co.il/articles/0,7340,L-3230084,00.html",previous
לידת בית בטוחה בליווי מקצועי,midwife,https://me.health.gov.il/parenting/family-planning/labor/types/home-birth/,previous
ליווי מקצועי זה מיילדת,midwife,https://midwives.org.il/ליווי-מקצועי-זה-מיילדת/,previous
מיילדות,midwife,https://www.tasmc.org.il/staans/pages/programs/postbasic/postbasic-maternity/,previous
מיילדות במרכז,midwife,https://www.imahi.co.il/category/המיילדות/מרכז/,previous
מיילדת נולדת,midwife,https://midwives.org.il/מסלול-הכשרה/,previous
מיילדת עצמאית,midwife,https://www.facebook.com/מיילדת-עצמאית-107839638782796/,previous
מיילדת פרטית,midwife,https://iaawh.co.il/מיילדת-פרטית/,previous
מיילדת פרטית או אישית,midwife,https://www.zoharbadka.co.il/מיילדת-פרטית-ומיילדת-אישית/,previous
מיילדת פרטית או ציבורית ?,midwife,https://www.infomed.co.il/articles/21/,previous
מימה,midwife,https://mima-meyaldot.com/,previous
מפגש אישי עם מיילדת,midwife,https://www.shvil-haleida.co.il/mifgash/,previous
מרכזי לידה בישראל,midwife,https://midwives.org.il/birthing-clinics/,previous
עמוד הבית,midwife,https://midwives.org.il/,previous
פלטפורמת החיפוש של ארגון המיילדות בישראל,midwife,https://find.midwives.org.il/,previous
שיין ברגנר,midwife,https://www.imahi.co.il/שיין-ברגנר/,previous
Donor sperm for fertility treatment in Israel,sperm_bank,https://www.cryosinternational.com/en-gb/dk-shop/private/landing-page/hebrew/,previous
בנק ארץ ישראל בריטניה,sperm_bank,https://he.wikipedia.org/wiki/בנק_ארץ_ישראל_בריטניה,previous
בנק הזרע,sperm_bank,https://www.sheba.co.il/pregnancy/clinics/the-sperm-bank,previous
בנק הזרע B-MOM,sperm_bank,https://bmom.co.il/,previous
בנק הזרע אסותא superm,sperm_bank,https://www.assuta.co.il/services/fertility/ivf/sperm_bank/,previous
בנק הזרע ומעבדת הזרע,sperm_bank,https://hospitals.clalit.co.il/carmel/he/departments-and-outpatient-clinics-main/clinical-departments-and-clinics/obstetrics-and-gynecology/pregnancy-and-birth/towards-pregnancy/in-vitro-fertilization/Pages/sperm-bank.aspx,previous
בנק הזרע-תרומת זרע,sperm_bank,https://www.rambam.org.il/departmentsandclinics/obstetrics_gynecology_section/in_vitro_fertilization/sperm_bank/,previous
בנק זרע,sperm_bank,https://www.cryobank.co.il/,previous
בנק זרע (מושג),sperm_bank,https://www.kolzchut.org.il/he/בנק_זרע,previous
בנקי זרע מאושרים בישראל משרד הבריאות,sperm_bank,https://www.gov.il/he/pages/sperm-banks-israel,previous
פריון הגבר ובנק הזרע,sperm_bank,https://www.tasmc.org.il/lis/lis-units/fertility-intro/fertility-research/,previous
קבלת תרומת זרע (זכות),sperm_bank,https://www.kolzchut.org.il/he/קבלת_תרומת_זרע,previous
רשימה של בנקי הזרע בישראל ודרכי התקשרות,sperm_bank,https://www.israelivf.co.il/רשימה-של-בנקי-הזרע-בישראל-ודרכי-התקשרו/,previous
רשימת בנקי זרע,sperm_bank,https://www.israelivf.co.il/רשימת-בנקי-זרע/,previous
תרומת זרע,sperm_bank,https://hmc.co.il/תרומת-זרע-מידע-לנתרמת/,previous
אמות מידה להפעלת מרכזי לידה בקהילה משרד הבריאות,birth_center,https://www.gov.il/he/pages/mk03-2024,web
חדר לידה חכם,birth_center,https://maternity.sheba.co.il/חדרי-לידה-חכמים,web
חדרי לידה { ליס איכילוב,birth_center,https://www.tasmc.org.il/lis/lis-units/obstetrics-and-pregnanc/delivery-rooms/,web
ידת מים במרכז ללידה טבעית,birth_center,https://maternity.sheba.co.il/לידת_מים,web
לידה בהדסה עין כרם,birth_center,https://he.hadassah.org.il/women/labor-enkarem/,web
לידה טבעית-לידה טבעית,birth_center,https://www.rambam.org.il/?catid={da78c1cd-9590-484c-bf8f-e2210f7a38fc},web
"מרכז אבי""ב",birth_center,https://aviv-center.co.il/,web
מרכז הלידה המתקדם,birth_center,https://www.jdn.co.il/womens-area/2346662/,web
"אן-ולרי, דולה ומדריכת הכנה ללידה",childbirth_educator,https://www.doula4yourbirth.co.il/,web
מדריכות הכנה ללידה,childbirth_educator,https://www.talachaim.co.il/מדריכות-הכנה-ללידה/,web
סדנת הכנה ללידה,childbirth_educator,https://www.maccabi4u.co.il/maccabi_circles/health-workshop/birth/,web
אינדקס אתרים,doula,http://www.startpage.co.il/,web
דולה -הדרך שלך למצא דולה בישראל,doula,https://www.facebook.com/groups/862077097213293/,web
דולה Doula,doula,https://www.therapist-israel.co.il/treatments/דולה_Doula,web
דולה באזור הדרום,doula,https://www.t.co.il/1518-a2-תומכות+לידה-אזור+הדרום.html,web
דולה באזור השפלה,doula,https://www.t.co.il/1518-a3-תומכות+לידה-אזור+השפלה.html,web
דולה באזור חיפה,doula,https://www.t.co.il/1518-a6-תומכות+לידה-אזור+חיפה.html,web
דולה באיזור השרון,doula,https://edendoula.co.il/דולה-באיזור-השרון/,web
דולה באשדוד,doula,https://www.hadoula.co.il/doula-ashdod/,web
דולה בחיפה,doula,https://www.midrag.co.il/Search/Results?ntla=N18FGT4Y913N72074,web
דולה בירושלים,doula,https://www.midrag.co.il/Search/Results?ntla=438YVF48Y13A77S72,web
דולה בנתניה,doula,https://www.lidoula.co.il/doula-netanya,web
דולה בפתח תקווה,doula,https://rotter.net/pro/חיפוש/דולה/פתח+תקווה,web
דולה בראשון לציון,doula,https://incdom.com/דולה/ראשון+לציון,web
דולה דולה בבתי חולים בפתח תקווה,doula,https://www.b144.co.il/דולה/דולה-בבתי-חולים/פתח-תקווה/,web
"דולה ישראלית בחו""ל",doula,https://www.facebook.com/groups/756953709607368/,web
דולה ללידה בחיפה,doula,https://www.midrag.co.il/Search/Results?ntla=W971DX32D0DH275N6,web
דולה ללידה בנתניה,doula,https://www.midrag.co.il/Search/Results?ntla=C17Y1X30I3VA500N1,web
דולה ללידה בפתח תקווה,doula,https://www.midrag.co.il/Search/Results?ntla=5N78313Q33P0F4T20&filters=118,web
דולה ללידה בראשון לציון,doula,https://www.midrag.co.il/Search/Results?ntla=9H79223F048EZ1535,web
דולה מומלצת בדרום,doula,https://www.midrag.co.il/Search/Results?ntla=2Y94N11Y36R2L6260,web
דולה מומלצת בחיפה והצפון,doula,https://www.israelibaby.co.il/doulas?region=north,web
דולה מומלצת במרכז ובשרון,doula,https://www.sivandoula.com/דולה-מומלצת-במרכז-ובשרון,web
דולה עברית,doula,https://doulamichal.wixsite.com/israel/hebrew,web
דולות (מלוות הריון) מומלצות באזור תל אביב,doula,https://www.doctorita.co.il/doula/tel-aviv,web
דולות בבאר שבע,doula,https://www.b7net.co.il/אינדקס/דולות?page=3,web
דולות בכל הארץ,doula,https://www.phoneindex.co.il/c/דולות,web
דולות מובילות במרכז,doula,https://www.melabes.co.il/experts/57118,web
דירות למכירה באשדוד,doula,https://www.madlan.co.il/for-sale/אשדוד-ישראל,web
דירות למכירה בראשון לציון,doula,https://www.madlan.co.il/for-sale/ראשון-לציון-ישראל,web
דירות למכירה נתניה והסביבה,doula,https://www.homeless.co.il/sale/inumber1=176,web
לידה אמנות הלידה הריון הכנה ללידה |קורס דולות,doula,http://www.leida.co.il/,web
מצא דולה תומכת לידה,doula,https://www.karusela.co.il/index/cat/2-דולה,web
"נדל""ן אשדוד",doula,https://www.immobilier.co.il/he/ville/ashdod,web
"נמצאו 4487 רופאים באינדקס הרופאים של ישראל, במקצוע מאזור ...",doula,https://www.ima.org.il/doctorsindex/results.aspx?arid=0&gen=-1&hv=-1&isintern=-1&language=-1&page=22&pbag=-1&pc=-1&r=-1&spid=0,web
פגוש את הדולות דולה dula doula,doula,http://www.dulot.co.il/tothesites.asp,web
קסם KTF (0D) אינדקס Bullet מדינת ישראל דולר 2030,doula,https://finance.themarker.com/mtf/5139050,web
רשימת בתי חולים בישראל המאפשרים / אוסרים על כניסת דולות,doula,http://www.dulot.co.il/doula-allowed.asp,web
שרה גרשון הדולה,doula,https://babyhub.co.il/services/שרה-גרשון-הדולה,web
"אגודה הישראלית לחקר הפוריות איל""ה",fertility_association,https://www.ayala.org.il/,web
האגודה הישראלית לחקר הפוריות,fertility_association,https://www.guidestar.org.il/organization/580086197,web
עמותת חן לפריון וחיים,fertility_association,https://www.israelivf.co.il/עמותת-חן-לפריון-וחיים/,web
"עמותת חן לפריון וחיים (ע""ר)",fertility_association,https://www.guidestar.org.il/organization/580320018/contact,web
IVF מרכז וולפסון לפוריות,fertility_center,https://www.nashim.net/?CategoryID=1146,web
"ד""ר דוד איסקוב מרפאת פוריות",fertility_center,https://www.rofenashim.co.il/,web
טיפולי פוריות ופונדקאות,fertility_center,https://www.gov.il/he/departments/topics/fertility_treatments_and_surrogacy,web
פוריות ופריון,fertility_center,https://www.maccabi4u.co.il/maccabi_circles/fertility/,web
רופא פוריות ורופאת פוריות,fertility_center,https://www.clalit.co.il/he/sefersherut/Pages/services_guide.aspx,web
"אגודה הישראלית לחקר הפוריות איל""ה",fertility_consultant,https://www.ayala.org.il/,web
טיפולי פוריות בהתאמה אישית,fertility_consultant,https://www.greenfertility.co.il/,web
יועצות הלכה ליווי פוריות,fertility_consultant,https://www.israelivf.co.il/יועצות-הלכה-ליווי-פוריות/,web
ייעוץ מומחה לפוריות,fertility_consultant,https://www.medreviews.co.il/search/treatment/fertility-consultation,web
פוריות,fertility_consultant,https://puah.org.il/פוריות/,web
פוריות category,fertility_consultant,https://hebrew.yoatzot.org/category/פוריות/,web
רופאי פוריות נבחרים,fertility_consultant,https://www.poriyut-guide.com/chosen-doctors/,web
IVF מרכז וולפסון לפוריות,fertility_doctor,https://www.nashim.net/?CategoryID=1146,web
היחידה לפוריות והפריה חוץ גופית,fertility_doctor,https://hospitals.clalit.co.il/meir/he/med/gyne/ivf/Pages/about.aspx,web
היחידה לפוריות והפריה חוץ גופית (IVF),fertility_doctor,https://hospitals.clalit.co.il/kaplan/he/med_units/women_maternity/Pages/ivf.aspx,web
היסטרוסקופיה ובירור פוריות,fertility_doctor,https://hatabur.co.il/hysteroscopy-fertility-ivf-embryo-transfer/,web
טיפולי פוריות בבתי החולים בישראל,fertility_doctor,https://hevra.org.il/טיפול-פוריות/,web
יחידת פוריות והפריה חוץ גופית,fertility_doctor,https://hospitals.clalit.co.il/carmel/he/departments-and-outpatient-clinics-main/clinical-departments-and-clinics/obstetrics-and-gynecology/pregnancy-and-birth/towards-pregnancy/in-vitro-fertilization/Pages/in-vitro-fertilization.aspx,web
מומחי הפריון של הדסה מגיעים למרכז,fertility_doctor,https://he.hadassah.org.il/hadassah-medical/fertility-specialists/,web
פריון,fertility_doctor,https://www.rofim.org.il/ProcedurePage/פריון,web
רופאי פוריות מומלצים,fertility_doctor,https://www.doctorita.co.il/fertility,web
IVF מרכז וולפסון לפוריות,fertility_nurse,https://www.nashim.net/?CategoryID=1146,web
טיפולי פוריות IVF ראשון לציון |אסותא,fertility_nurse,https://www.assuta.co.il/hospitals/rishonlezion_hospital/clinics_and_services/rishon_ivf/,web
"טיפולי פוריות, הפריה חוץ גופית",fertility_nurse,https://hospitals.clalit.co.il/rabin/he/departments-and-clinics/nashimbeilinson/Pages/fertility_and_ivf_Unit.aspx,web
שימור פוריות מבחירה,fertility_preservation,https://www.fertility4me.co.il/,web
אחות פרטית פתח תקווה,midwife,https://www.mysis.co.il/אחות-פרטית-פתח-תקווה/,web
"ברברה בן-עמי מיילדת בבית, סייפן 9, ירושלים",midwife,https://www.d.co.il/80070142/14169/,web
בתי יולדות (קליניקה פרטית) בבאר שבע,midwife,https://easy.co.il/list/Maternity-Wards?c2=20200&region=322,web
דיורית תל אביב,midwife,https://otot.org/home/דיורית-תל-אביב/,web
דירות להשכרה בנתניה ללא תיווך,midwife,https://www.facebook.com/groups/228387647805774/,web
"יחידות נופש בנתניה, ישראל",midwife,https://he.airbnb.com/netanya-israel/stays,web
מחלקת יולדות בית החולים אסותא אשדוד,midwife,https://www.israelibaby.co.il/hospital-assuta-ashdod,web
מיילדות באזור ירושלים,midwife,https://www.d.co.il/h-c14169-e1-p0-l0/,web
מיילדות בית בישראל. רוצה ללדת בבית? מצאי מיילדת בית,midwife,http://www.leida.co.il/page.asp?id=99510,web
מיילדת,midwife,https://directmap.guide/ירושלים/מיילדת,web
מיילדת אישית,midwife,https://emadama.co.il/מיילדת/,web
מיילדת בית,midwife,https://emadama.co.il/businesses/מיילדת-בית/,web
מיילדת הוליסטית,midwife,https://www.holisticmidwife.co.il/,web
מיילדת מקראית,midwife,https://www.crosswordpuzzlesolution.com/מיילדת-מקראית/,web
מיילדת פרטית (דולה) באזור הדרום,midwife,https://medicalo.co.il/הריון-ולידה/מיילדת/מיילדת-פרטית-באזור-הדרום/,web
מיילדת פרטית (דולה) באזור הצפון,midwife,https://medicalo.co.il/הריון-ולידה/מיילדת/מיילדת-פרטית-באזור-הצפון/,web
מיילדת פרטית (דולה) באשדוד,midwife,https://medicalo.co.il/הריון-ולידה/מיילדת/מיילדת-פרטית-באשדוד/,web
מיילדת פרטית (דולה) בבאר שבע,midwife,https://medicalo.co.il/הריון-ולידה/מיילדת/מיילדת-פרטית-בבאר-שבע/,web
מיילדת פרטית (דולה) בגדרות,midwife,https://medicalo.co.il/הריון-ולידה/מיילדת/מיילדת-פרטית-בגדרות/,web
מיילדת פרטית (דולה) בחיפה,midwife,https://medicalo.co.il/הריון-ולידה/מיילדת/מיילדת-פרטית-בחיפה/,web
מיילדת פרטית (דולה) בלב השרון,midwife,https://medicalo.co.il/הריון-ולידה/מיילדת/מיילדת-פרטית-בלב-השרון/,web
מיילדת פרטית (דולה) בפתח תקווה,midwife,https://medicalo.co.il/הריון-ולידה/מיילדת/מיילדת-פרטית-בפתח-תקווה/,web
מיילדת פרטית (דולה) בצפון,midwife,https://www.rofe.co.il/A_צפון/מיילדת.html,web
מיילדת פרטית (דולה) בשפלה,midwife,https://www.rofe.co.il/A_שפלה/מיילדת.html,web
מיילדת פרטית (דולה) בתל אביב,midwife,https://medicalo.co.il/הריון-ולידה/מיילדת/מיילדת-פרטית-בתל-אביב/,web
מרפאה לבריאות האישה בחיפה,midwife,https://www.helaclinic.com/,web
נערות ליווי פרטיות ישראל ירושלים,midwife,https://www.meahev.co.il/israel/jerusalem/incall-escorts.html,web
ענת עצמון מיילדת פרטית ומלווה לידה באזור המרכז,midwife,https://www.israelibaby.co.il/anat-atzmon-doula,web
עצמון ענת מיילדת טבעית,midwife,https://easy.co.il/page/26287888,web
קליניקה פרטית בבאר שבע,midwife,https://easy.co.il/list/Private-Clinic?region=322,web
רשות האוכלוסין וההגירה ראשון לציון,midwife,https://www.gov.il/he/government-service-branches/rashlatz_piba,web
17 ביקורות מרכז מומחים כללית בנגב מרכז האישה,womens_health_center,https://bizly.co.il/byt-khvlym/mkhvz-hdrvm/kllyt-mrkz-bryvt-hyshh-sld-br-shb/,web
איתור מרכז לבריאות האישה באשדוד,womens_health_center,https://serguide.maccabi4u.co.il/heb/labsandtherapists/?City=70&Field=016,web
איתור מרכז לבריאות האישה בירושלים,womens_health_center,https://serguide.maccabi4u.co.il/heb/labsandtherapists/labsandtherapistssearchresults/?PageNumber=1&city=3000&field=016,web
איתור מרכז לבריאות האישה בראשון לציון,womens_health_center,https://serguide.maccabi4u.co.il/heb/daytreatment/?City=8300&Field=016,web
"איתור מרכז לבריאות האישה מעבדות, מכונים ומטפלים/ות",womens_health_center,https://serguide.maccabi4u.co.il/heb/labsandtherapists/?Field=016,web
איתור מרכזים רפואיים או סניפים בראשון לציון,womens_health_center,https://serguide.maccabi4u.co.il/heb/medicalcentres/?City=8300,web
אשדוד רובע ז' יהודה הנשיא,womens_health_center,https://www.meuhedet.co.il/poi/MedicalInstitution/092812900000000000000000000000_0,web
בית חולים אסותא אשדוד,womens_health_center,https://www.assutaashdod.co.il/?catid={b446e80b-b304-4901-b468-174d6aeed565},web
"בית חולים אסותא ראשון לציון (ראשל""צ)",womens_health_center,https://www.assuta.co.il/hospitals/rishonlezion_hospital/,web
בית חולים בצפון,womens_health_center,https://www.d.co.il/h-c7640-e10-p0-l0/,web
ברוכים הבאים לבריאותא,womens_health_center,https://briuta-care.co.il/,web
בריאות בעיר,womens_health_center,https://khan-hadera.org.il/בריאות-בעיר-המדריך-המקיף-למרכז-רפואת-נ/,web
בריאות האישה,womens_health_center,https://bizhours.co.il/שירותים-רפואיים/בריאות-האישה/,web
"בריאות האישה, נשים בלאומית",womens_health_center,https://www.leumit.co.il/womens-health/,web
"גניקולוגיה, רפואת נשים, בריאות האישה",womens_health_center,https://hospitals.clalit.co.il/rabin/he/departments-and-clinics/nashimbeilinson/Pages/general_gynecology_clinic.aspx,web
דף מרכז רפואי,womens_health_center,https://www.leumit.co.il/medicalcenterssearch/medicalcenterssearchresults/medicalcenter/?medicalCenterTypeId=1&branchNum=3&subBranchNum=24,web
המרכז לבריאות האישה,womens_health_center,https://easy.co.il/page/2793349,web
"המרכז לבריאות האישה ברמת אביב, ברודצקי 43, Tel Aviv (2026)",womens_health_center,https://www.findhealthclinics.org/IL/Tel-Aviv/1660808084175778/המרכז-לבריאות-האישה-ברמת-אביב,web
"המרכז לבריאות האישה, רוטשילד 119, פתח תקווה",womens_health_center,https://www.d.co.il/31560230/32000/,web
המרכז לבריאות האשה רמת אביב,womens_health_center,https://bri.co.il/,web
חוויות תושבים בקופת חולים פארק השרון,womens_health_center,https://khan-hadera.org.il/חוויות-תושבים-בקופת-חולים-פארק-השרון-ר/,web
חיפה,womens_health_center,https://www.meuhedet.co.il/poi/MedicalInstitution/015212900000000000000000000000_0,web
חיפוש מרכזים רפואים,womens_health_center,https://www.leumit.co.il/medicalcenterssearch/,web
יחידה במרפאה כללית סניף תל אביב יפו,womens_health_center,https://bizhours.co.il/כללית-תל-אביב-יפו-לב-תל-אביב-מרכז-שעות-פ/,web
ירושלים-הר חומה-בריאות האשה,womens_health_center,https://www.meuhedet.co.il/poi/MedicalInstitution/029122900000000000000000000000_0,web
"כללית , מרכז בריאות האישה",womens_health_center,https://www.b144.co.il/b144_sip/401C0413407662544D160315/,web
"כללית , מרכז בריאות האשה לב תל אביב",womens_health_center,https://www.b144.co.il/b144_sip/401C04134175675449170614/,web
"כללית , מרכז לבריאות האישה",womens_health_center,https://www.b144.co.il/b144_sip/401C04134079675E48160711/,web
"כללית בפתח תקווה- סניפים, שעות פתיחה וטלפון",womens_health_center,https://www.d.co.il/h-c43950-e0-p0-l0-city7900-t40094705.na1/,web
כללית ירושלים,womens_health_center,https://jerusalem-online.co.il/כללית-ירושלים-נפתח-מרכז-בריאות-האישה/,web
כללית לב ירושלים מרכז בריאות האישה ירושלים,womens_health_center,https://easy.co.il/page/27353141,web
כללית מרכז בריאות האישה,womens_health_center,https://il.near-place.com/kllyt-mrkz-brywt-hysh-sdwd-syty-sdwd-tsahal-street-1-ashdod/en,web
כללית מרכז בריאות האישה נתניה,womens_health_center,https://easy.co.il/page/20083735,web
"כללית מרכז בריאות האישה ראשל""צ",womens_health_center,https://easy.co.il/page/9394065,web
כללית מרכז בריאות האישה רובע ז,womens_health_center,https://www.b144.co.il/b144_sip/401C04134176615A41160410/,web
לאומית שירותי בריאות,womens_health_center,https://www.leumit.co.il/,web
מחפשים רופא נשים מומלץ? הגניקולוגים המומלצים של אינפומד באזור ...,womens_health_center,https://www.infomed.co.il/expertsresults/neonatal-and-gynecology/all_subspecialities/haifa-area/,web
"מכבי אשדוד ז' רשב""י",womens_health_center,https://go.serguide.maccabi4u.co.il/heb/labsandtherapists/labsandtherapistssearchresults/labsandtherapistsinfopage/?ItemKeyIndex=572A93E43CD3B3402A26D525588617E3&RequestId=00000000-0000-0000-0001-000000000086,web
מכבי באר שבע מרכז רפואי נגב,womens_health_center,https://go.serguide.maccabi4u.co.il/heb/labsandtherapists/labsandtherapistssearchresults/labsandtherapistsinfopage/?ItemKeyIndex=624E1E4C81052B986D35A02439C2DE20&RequestId=00000000-0000-0000-0001-000000000213,web
מכבי חיפה גרנד קניון,womens_health_center,https://go.serguide.maccabi4u.co.il/heb/labsandtherapists/labsandtherapistssearchresults/labsandtherapistsinfopage/?ItemKeyIndex=F6BA64E342379D7CF6706D6EF9A4D7C4&RequestId=00000000-0000-0000-0001-000000000399,web
מכבי פתח תקווה מרפאת עמישב,womens_health_center,https://go.serguide.maccabi4u.co.il/heb/labsandtherapists/labsandtherapistssearchresults/labsandtherapistsinfopage/?ItemKeyIndex=A5FCE67907767C83A336A0D5802F6FBA&RequestId=00000000-0000-0000-0003-000000000936,web
מכבי תל אביב השלום,womens_health_center,https://go.serguide.maccabi4u.co.il/heb/labsandtherapists/labsandtherapistssearchresults/labsandtherapistsinfopage/?ItemKeyIndex=A6B809CAFEA13537A84D783709CF5EBB&RequestId=00000000-0000-0000-0001-000000000325,web
מכון לבריאות האישה אסותא ראשון לציון,womens_health_center,https://www.assuta.co.il/hospitals/rishonlezion_hospital/clinics_and_services/woman_health_clinic/,web
"מנג'נט -מרכז בריאות האישה ת""א",womens_health_center,https://www.meuhedet.co.il/poi/MedicalInstitution/000001441705887000728000000000_0,web
מרכז בריאות האישה,womens_health_center,https://womena.co.il/,web
מרכז בריאות האישה כללית סניף נתניה,womens_health_center,https://bizhours.co.il/כללית-נתניה-שעות-פתיחה-2/,web
מרכז בריאות האישה כללית סניף ראשון לציון,womens_health_center,https://bizhours.co.il/כללית-ראשון-לציון-מרכז-בריאות-האישה-רא/,web
מרכז בריאות האישה לין,womens_health_center,https://clalit-card.co.il/card/linnashim/,web
מרכז בריאות האישה נפתח לרווחת מטופלות כללית בירושלים (הודעת ...,womens_health_center,https://www.e-med.co.il/specialties/gynecology/2023/11/14/573373,web
מרכז בריאות האישה קופת חולים כללית,womens_health_center,https://easy.co.il/page/27316915,web
מרכז בריאות האישה של הכללית נפתח בסיטי קורט בירושלים,womens_health_center,https://jerusalemnews.co.il/מרכז-בריאות-האישה/,web
מרכז בריאות האישה של קופת חולים כללית,womens_health_center,https://civilsociety.co.il/בריאות-האישה-בקופת-חולים-כללית/,web
"מרכז בריאות האישה, ברודצקי 43, תל אביב",womens_health_center,https://www.d.co.il/3559410/32000/,web
מרכז בריאות האשה והילד,womens_health_center,https://www.hakkolasakim.com/מרכז-בריאות-האשה-והילד-09-764-6600,web
"מרכז בריאות האשה, הרצל 52, ראשון לציון",womens_health_center,https://www.d.co.il/64201290/43950/,web
מרכז לבריאות האישה,womens_health_center,https://serguide.maccabi4u.co.il/heb/urgenttreatment/?Field=016,web
מרכז ראם,womens_health_center,https://www.meuhedet.co.il/poi/MedicalInstitution/099142900000000000000000000000_0,web
מרכז רפואי נתניה קריית השרון,womens_health_center,https://serguide.maccabi4u.co.il/heb/medicalcentres/medicalcentressearchresults/medicalcentresinfopage/?ItemKey=Zy/h+NYVgg2gW4/hRRhjv3Br33GQTp5ItV+wNLvYw/Kp1rY8Df1Nb8rUHAyG1EI/fQUKePqOozWubkV9M/Ks8Q==,web
מרכז רפואי צפון ע''ש פדה (פוריה),womens_health_center,https://www.poria.org.il/,web
מרכז רפואת נשים פארק השרון,womens_health_center,https://khan-hadera.org.il/מרכז-רפואת-נשים-פארק-השרון-שירותים-חדי/,web
מרכזי בריאות האישה,womens_health_center,https://easy.co.il/list/Women's-Health-Center?region=11,web
מרכזי בריאות האישה (בהסדר עם כללית מושלם) באזור הצפון,womens_health_center,https://easy.co.il/list/Women's-Health-Center?c2=14607&region=1,web
מרכזי בריאות האישה באזור הדרום,womens_health_center,https://easy.co.il/list/Women's-Health-Center?region=3,web
מרכזי בריאות האישה באזור הצפון,womens_health_center,https://easy.co.il/list/Women's-Health-Center?region=1,web
מרכזי בריאות האישה באזור השפלה,womens_health_center,https://easy.co.il/list/Women's-Health-Center?region=24,web
